year,conflictid,actor,actorid,actor_type,type,incomp,region,location,gwnoloc,gwnoloc2,conflictyear,interm,postc,state_prev,ai_prev,hrw_prev,form
2001,327,UNITA,567,3,4,2,4,Angola,540,0,1,0,0,2,2,1,"1, 2, 7"
2002,327,Angola,99,1,4,2,4,Angola,540,0,1,0,0,1,0,1,"1, 2, 7"
2002,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,1,0,0,0,0,0,-99
2002,327,Namibia,103,2,4,2,4,Angola,540,0,1,0,0,0,0,0,-99
2002,327,UNITA,567,3,4,2,4,Angola,540,0,1,0,0,2,0,1,"1, 2, 7"
2003,327,Angola,99,1,4,2,4,Angola,540,0,0,0,1,1,0,1,1
2003,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2003,327,Namibia,103,2,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2003,327,UNITA,567,3,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2004,327,Angola,99,1,4,2,4,Angola,540,0,0,0,1,1,1,0,1
2004,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2004,327,Namibia,103,2,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2004,327,UNITA,567,3,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2005,327,Angola,99,1,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2005,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2005,327,Namibia,103,2,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2005,327,UNITA,567,3,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2006,327,Angola,99,1,4,2,4,Angola,540,0,0,0,1,0,0,1,1
2006,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2006,327,Namibia,103,2,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2006,327,UNITA,567,3,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2007,327,Angola,99,1,4,2,4,Angola,540,0,0,0,1,1,1,0,1
2007,327,Civil Defence Organization (ODC),8022,6,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2007,327,Namibia,103,2,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
2007,327,UNITA,567,3,4,2,4,Angola,540,0,0,0,1,0,0,0,-99
1993,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1993,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1994,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1994,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1994,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,-99,-99
1995,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1995,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1995,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1996,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1996,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1996,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1997,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1997,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1997,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1998,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1998,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1998,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1998,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,0,-99
1999,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1999,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1999,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
1999,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2000,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2000,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2000,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2000,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,0,-99
2001,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2001,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2001,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2001,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,0,-99
2002,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,1,0,1
2002,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2002,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2002,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,0,-99
2003,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,1,0,0,0,-99,-99
2003,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,1,0,0,0,-99,-99
2003,329,Tigray Militia,8106,6,4,1,4,Ethiopia,530,0,0,0,1,0,0,-99,-99
2003,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,-99,-99
2004,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2004,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2004,329,al-Itahad al-Islami,542,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,0,-99
2005,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2005,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2006,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2006,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2007,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,1,2,"1, 7"
2007,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2008,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2008,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2009,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,2,1,0,1
2009,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2010,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2010,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2011,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,1,0,1
2011,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2012,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,2,0,1
2012,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2013,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2013,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2014,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,2,0,1
2014,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2015,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2015,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2016,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,1,0,0,1,0,0,1
2016,329,ONLF,497,3,3,1,4,Ethiopia,530,0,1,0,0,0,0,0,-99
2017,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,0,1,1,0,1,1
2017,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,0,1,0,0,0,-99
2018,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,0,1,1,-99,0,1
2018,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,0,1,0,-99,0,-99
2019,329,Ethiopia,97,1,3,1,4,Ethiopia,530,0,0,0,1,0,-99,0,-99
2019,329,ONLF,497,3,3,1,4,Ethiopia,530,0,0,0,1,0,-99,0,-99
1989,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1989,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1989,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,1,0,0,1,0,1
1989,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1989,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1990,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1990,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1990,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,1,0,0,1,-99,"1, 7"
1990,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1990,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1991,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1991,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1991,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,1,0,0,1,0,7
1991,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1991,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1991,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,1,0,0,0,0,-99
1992,330,Fretilin,290,3,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1992,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1992,330,Indonesia,155,1,3,1,3,Indonesia,850,0,1,0,0,0,1,0,"1, 7"
1992,330,Makikit,8154,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1992,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1992,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1993,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1993,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1993,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1993,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1993,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1993,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1994,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1995,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1996,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1996,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1996,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,1,0,1,"1, 7"
1996,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1996,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1996,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1997,330,Fretilin,290,3,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1997,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1997,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1997,330,Indonesia,155,1,3,1,3,Indonesia,850,0,1,0,0,1,0,0,1
1997,330,Makikit,8154,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1997,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1997,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Fretilin,290,3,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Indonesia,155,1,3,1,3,Indonesia,850,0,1,0,0,2,2,0,1
1998,330,Kamra,8151,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Makikit,8154,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Sera,8171,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1998,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,1,0,0,0,0,0,-99
1999,330,Ahi,8129,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Aitarak,8130,6,3,1,3,Indonesia,850,0,0,0,1,1,0,0,2
1999,330,Besi Merah Putih,8135,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Dadurus Merah Putih,8140,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,2,2,0,"1, 2, 7"
1999,330,Kamra,8151,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Laksaur,8152,6,3,1,3,Indonesia,850,0,0,0,1,1,0,0,1
1999,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Naga Merah,8157,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Peace Force and Defender of Integration,8162,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Pro-Integration Fighters PPI,8164,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Sakunar,8170,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Sera,8171,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Team Alfa,8174,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1999,330,Tim Pancasila,8177,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Ahi,8129,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Aitarak,8130,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Besi Merah Putih,8135,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Dadurus Merah Putih,8140,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,1,0,0,"1, 2"
2000,330,Kamra,8151,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Laksaur,8152,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Naga Merah,8157,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Peace Force and Defender of Integration,8162,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Pro-Integration Fighters PPI,8164,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Sakunar,8170,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Sera,8171,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Team Alfa,8174,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2000,330,Tim Pancasila,8177,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Ahi,8129,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Aitarak,8130,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Besi Merah Putih,8135,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Dadurus Merah Putih,8140,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Kamra,8151,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Laksaur,8152,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Naga Merah,8157,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Peace Force and Defender of Integration,8162,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Pro-Integration Fighters PPI,8164,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Sakunar,8170,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Sera,8171,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Team Alfa,8174,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2001,330,Tim Pancasila,8177,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Ahi,8129,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Aitarak,8130,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Besi Merah Putih,8135,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Dadurus Merah Putih,8140,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Kamra,8151,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Laksaur,8152,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Naga Merah,8157,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Peace Force and Defender of Integration,8162,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Pro-Integration Fighters PPI,8164,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Sakunar,8170,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Sera,8171,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Team Alfa,8174,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2002,330,Tim Pancasila,8177,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Ahi,8129,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Aitarak,8130,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Besi Merah Putih,8135,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Dadurus Merah Putih,8140,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Fretilin,290,3,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Gada Paksi,8144,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Halilintar,8146,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Indonesia,155,1,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Kamra,8151,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Laksaur,8152,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Mahidi,8153,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Makikit,8154,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Naga Merah,8157,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Ninjas,8160,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Pam Swakarsa,8161,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Peace Force and Defender of Integration,8162,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Pro-Integration Fighters PPI,8164,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Sakunar,8170,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Sera,8171,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Team Alfa,8174,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Team Saka,8175,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
2003,330,Tim Pancasila,8177,6,3,1,3,Indonesia,850,0,0,0,1,0,0,0,-99
1989,331,Morocco,108,1,3,1,4,Morocco,600,0,1,0,0,0,0,-99,-99
1989,331,POLISARIO,563,3,3,1,4,Morocco,600,0,1,0,0,0,0,-99,-99
1990,331,Morocco,108,1,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1990,331,POLISARIO,563,3,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1991,331,Morocco,108,1,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1991,331,POLISARIO,563,3,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1992,331,Morocco,108,1,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1992,331,POLISARIO,563,3,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1993,331,Morocco,108,1,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1993,331,POLISARIO,563,3,3,1,4,Morocco,600,0,0,0,1,0,0,-99,-99
1994,331,Morocco,108,1,3,1,4,Morocco,600,0,0,0,1,0,0,0,-99
1994,331,POLISARIO,563,3,3,1,4,Morocco,600,0,0,0,1,0,0,0,-99
1989,332,Mozambique,100,1,3,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1989,332,People's militia and vigilance brigades,8076,6,4,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1989,332,Renamo,498,3,3,2,4,Mozambique,541,0,1,0,0,2,0,0,"1, 7"
1989,332,Tanzania,92,2,4,2,4,Mozambique,541,0,0,0,1,0,0,0,-99
1989,332,Zimbabwe,101,2,4,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1990,332,Mozambique,100,1,3,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1990,332,Naparama,938,6,4,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1990,332,People's militia and vigilance brigades,8076,6,4,2,4,Mozambique,541,0,1,0,0,0,0,0,-99
1990,332,Renamo,498,3,3,2,4,Mozambique,541,0,1,0,0,2,0,0,1
